country,year,iso_code,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,ghg_per_capita
Thailand,1991,THA,55116557.0,243139000000.0,100.96,1.832,24.05,42.86,34.45,33.32,13.08,147.36,2.674
Thailand,1992,THA,55557489.0,249217000000.0,105.35,1.896,24.95,43.78,36.35,36.02,13.47,154.84,2.787
Thailand,1993,THA,56001949.0,255448000000.0,113.91,2.034,27.26,48.27,39.29,37.78,14.03,165.72,2.959
Thailand,1994,THA,56449964.0,261834000000.0,119.01,2.108,27.75,50.56,41.76,38.57,14.92,172.5,3.056
Thailand,1995,THA,56901564.0,268380000000.0,124.44,2.187,29.26,52.82,42.14,40.02,16.38,180.83,3.178
Thailand,1996,THA,57356777.0,275089000000.0,129.58,2.259,31.21,53.83,44.91,43.06,16.76,189.41,3.302
Thailand,1997,THA,57815631.0,281966000000.0,135.35,2.341,32.25,56.46,46.16,45.43,17.1,197.88,3.423
Thailand,1998,THA,58278156.0,289016000000.0,141.13,2.422,33.16,59.34,49.05,45.81,17.64,204.59,3.511
Thailand,1999,THA,58744381.0,296241000000.0,142.77,2.43,34.05,60.56,48.24,49.17,18.68,210.61,3.585
Thailand,2000,THA,59214336.0,303647000000.0,150.95,2.549,31.9,60.36,58.73,48.9,19.1,218.95,3.698
Thailand,2001,THA,59688051.0,311238000000.0,154.88,2.595,31.39,62.63,60.41,52.41,19.93,227.22,3.807
Thailand,2002,THA,60165555.0,319019000000.0,160.78,2.672,33.23,65.81,62.02,55.41,21.15,237.35,3.945
Thailand,2003,THA,60646880.0,326995000000.0,168.63,2.781,34.42,66.54,65.41,56.37,21.58,246.59,4.066
Thailand,2004,THA,61132055.0,335169000000.0,177.38,2.902,35.86,70.14,70.84,57.2,22.56,257.14,4.206
Thailand,2005,THA,61621111.0,343549000000.0,181.19,2.94,37.13,73.47,72.54,60.45,23.88,265.53,4.309
Thailand,2006,THA,62114080.0,352137000000.0,183.19,2.949,35.99,72.68,72.29,62.29,24.18,269.67,4.341
Thailand,2007,THA,62610993.0,360941000000.0,191.63,3.061,37.44,77.36,76.24,64.21,24.81,280.65,4.482
Thailand,2008,THA,63111881.0,369964000000.0,194.86,3.088,38.03,76.62,79.43,67.11,25.69,287.66,4.558
Thailand,2009,THA,63616776.0,379214000000.0,198.06,3.113,38.83,79.81,80.88,65.81,25.41,289.28,4.547
Thailand,2010,THA,64125710.0,388694000000.0,209.93,3.274,40.83,82.93,83.45,69.41,27.49,306.83,4.785
Thailand,2011,THA,64638716.0,398411000000.0,218.27,3.377,42.55,87.06,87.35,71.34,27.46,317.07,4.905
Thailand,2012,THA,65155825.0,408371000000.0,220.22,3.38,42.36,86.79,88.51,72.21,27.71,320.14,4.913
Thailand,2013,THA,65677072.0,418581000000.0,221.08,3.366,43.28,87.77,90.78,76.58,30.0,327.66,4.989
Thailand,2014,THA,66202489.0,429045000000.0,231.32,3.494,44.69,91.32,94.48,76.34,30.17,337.84,5.103
Thailand,2015,THA,66732109.0,439771000000.0,238.18,3.569,44.83,93.21,98.94,76.92,30.74,345.85,5.183
Thailand,2016,THA,67265965.0,450766000000.0,244.03,3.628,46.35,97.82,102.72,80.56,31.76,356.36,5.298
Thailand,2017,THA,67804093.0,462035000000.0,248.83,3.67,46.01,96.78,102.69,82.17,32.29,363.29,5.358
Thailand,2018,THA,68346526.0,473586000000.0,257.44,3.767,47.31,100.45,109.56,82.36,32.76,372.55,5.451
Thailand,2019,THA,68893298.0,485425000000.0,259.78,3.771,48.1,101.11,107.02,84.18,33.7,377.67,5.482
Thailand,2020,THA,69444444.0,497561000000.0,246.38,3.548,44.77,97.96,105.03,79.69,31.86,357.94,5.154
Thailand,2021,THA,70000000.0,510000000000.0,272.56,3.894,49.25,106.85,115.67,92.15,35.65,400.36,5.719
Kazakhstan,1990,KAZ,14841476.0,,210.87,14.208,132.51,43.74,35.8,67.36,13.25,291.48,19.64
Kazakhstan,1991,KAZ,14960208.0,,214.4,14.331,133.8,44.46,36.79,66.26,13.49,294.16,19.663
Kazakhstan,1992,KAZ,15079890.0,,209.76,13.91,132.0,44.1,35.17,69.68,13.7,293.15,19.44
Kazakhstan,1993,KAZ,15200529.0,,219.55,14.444,136.45,45.62,37.71,68.64,13.62,301.81,19.855
Kazakhstan,1994,KAZ,15322133.0,,219.96,14.356,139.53,45.65,36.48,69.72,14.09,303.77,19.825
Kazakhstan,1995,KAZ,15444710.0,105247000000.0,217.55,14.086,136.31,46.27,36.66,70.51,14.14,302.2,19.567
Kazakhstan,1996,KAZ,15568268.0,107878000000.0,219.25,14.083,138.6,45.57,36.85,72.54,14.32,306.11,19.662
Kazakhstan,1997,KAZ,15692814.0,110575000000.0,227.48,14.496,139.15,48.03,39.08,73.23,14.91,315.62,20.112
Kazakhstan,1998,KAZ,15818357.0,113339000000.0,224.09,14.166,139.4,46.92,37.95,72.87,14.52,311.48,19.691
Kazakhstan,1999,KAZ,15944903.0,116173000000.0,226.03,14.175,140.12,46.5,38.51,72.74,14.41,313.18,19.641
Kazakhstan,2000,KAZ,16072463.0,119077000000.0,233.19,14.509,136.15,50.71,47.74,74.06,15.22,322.48,20.064
Kazakhstan,2001,KAZ,16201042.0,122054000000.0,235.31,14.524,134.14,50.65,49.14,75.01,14.91,325.24,20.075
Kazakhstan,2002,KAZ,16330651.0,125106000000.0,232.87,14.26,132.72,49.96,48.37,74.29,15.64,322.81,19.767
Kazakhstan,2003,KAZ,16461296.0,128233000000.0,242.41,14.726,140.15,52.93,49.65,76.83,15.51,334.74,20.335
Kazakhstan,2004,KAZ,16592986.0,131439000000.0,245.58,14.8,142.65,52.55,52.42,75.91,15.88,337.38,20.332
Kazakhstan,2005,KAZ,16725730.0,134725000000.0,249.61,14.924,141.06,54.48,51.74,77.94,15.69,343.25,20.522
Kazakhstan,2006,KAZ,16859536.0,138093000000.0,247.12,14.658,143.48,53.93,52.5,80.58,16.25,343.95,20.401
Kazakhstan,2007,KAZ,16994412.0,141545000000.0,242.45,14.267,140.57,51.78,52.55,78.79,15.62,336.85,19.821
Kazakhstan,2008,KAZ,17130368.0,145084000000.0,249.89,14.588,142.49,54.11,52.89,81.05,16.5,347.44,20.282
Kazakhstan,2009,KAZ,17267411.0,148711000000.0,251.43,14.561,140.46,54.68,53.56,82.85,16.58,350.86,20.319
Kazakhstan,2010,KAZ,17405550.0,152429000000.0,256.28,14.724,143.49,56.65,56.1,83.62,16.53,356.44,20.478
Kazakhstan,2011,KAZ,17544794.0,156240000000.0,261.08,14.881,147.12,56.94,58.46,82.95,16.65,360.68,20.558
Kazakhstan,2012,KAZ,17685153.0,160146000000.0,256.05,14.478,143.96,56.3,55.96,81.26,16.8,354.11,20.023
Kazakhstan,2013,KAZ,17826634.0,164149000000.0,265.39,14.887,148.1,57.66,59.53,82.07,16.78,364.24,20.432
Kazakhstan,2014,KAZ,17969247.0,168253000000.0,259.75,14.455,142.49,56.49,58.0,82.63,16.88,359.26,19.993
Kazakhstan,2015,KAZ,18113001.0,172459000000.0,266.61,14.719,147.52,58.52,61.01,83.82,17.13,367.57,20.293
Kazakhstan,2016,KAZ,18257905.0,176771000000.0,262.83,14.395,142.53,58.25,59.89,88.33,17.33,368.49,20.182
Kazakhstan,2017,KAZ,18403968.0,181190000000.0,277.2,15.062,149.66,60.38,62.26,85.45,17.46,380.11,20.654
Kazakhstan,2018,KAZ,18551200.0,185720000000.0,275.21,14.835,148.05,62.14,64.24,86.75,17.12,379.08,20.434
Kazakhstan,2019,KAZ,18699609.0,190363000000.0,270.94,14.489,145.71,59.31,62.85,87.2,17.56,375.69,20.091
Kazakhstan,2020,KAZ,18849206.0,195122000000.0,264.62,14.039,145.02,59.99,60.85,82.44,16.66,363.72,19.296
Kazakhstan,2021,KAZ,19000000.0,200000000000.0,274.07,14.425,145.62,61.57,64.72,89.52,17.99,381.58,20.083
Malaysia,1990,MYS,25777301.0,172092000000.0,74.68,2.897,25.17,23.17,25.37,14.64,3.7,93.02,3.609
Malaysia,1991,MYS,25983520.0,176395000000.0,81.05,3.119,28.1,25.13,27.77,15.87,3.78,100.7,3.875
Malaysia,1992,MYS,26191388.0,180805000000.0,84.91,3.242,29.52,26.71,29.27,17.23,4.25,106.38,4.062
Malaysia,1993,MYS,26400919.0,185325000000.0,89.97,3.408,30.64,27.93,31.31,18.93,4.34,113.25,4.289
Malaysia,1994,MYS,26612126.0,189958000000.0,99.41,3.735,34.6,30.7,34.07,19.41,4.82,123.64,4.646
Malaysia,1995,MYS,26825023.0,194707000000.0,101.58,3.787,35.32,31.51,35.28,20.55,4.98,127.1,4.738
Malaysia,1996,MYS,27039623.0,199575000000.0,110.68,4.093,38.49,35.07,37.42,22.03,5.11,137.82,5.097
Malaysia,1997,MYS,27255940.0,204564000000.0,114.03,4.184,39.25,35.48,39.27,23.59,5.38,143.0,5.246
Malaysia,1998,MYS,27473988.0,209678000000.0,121.22,4.412,41.47,37.3,41.14,24.68,5.9,151.79,5.525
Malaysia,1999,MYS,27693780.0,214920000000.0,128.37,4.635,44.97,39.62,43.92,25.42,6.03,159.82,5.771
Malaysia,2000,MYS,27915330.0,220293000000.0,130.92,4.69,39.49,39.86,51.64,25.76,6.3,162.97,5.838
Malaysia,2001,MYS,28138653.0,225800000000.0,137.46,4.885,41.59,41.2,54.83,26.64,6.52,170.62,6.064
Malaysia,2002,MYS,28363762.0,231445000000.0,144.74,5.103,43.54,43.45,57.89,28.66,6.97,180.38,6.359
Malaysia,2003,MYS,28590672.0,237231000000.0,150.13,5.251,45.0,45.46,58.97,29.25,7.09,186.47,6.522
Malaysia,2004,MYS,28819397.0,243162000000.0,154.8,5.371,45.96,46.48,60.76,30.8,7.3,192.89,6.693
Malaysia,2005,MYS,29049952.0,249241000000.0,161.55,5.561,46.77,49.07,66.12,31.31,7.65,200.51,6.902
Malaysia,2006,MYS,29282352.0,255472000000.0,161.95,5.53,47.77,49.1,65.18,33.11,8.12,203.18,6.939
Malaysia,2007,MYS,29516611.0,261859000000.0,168.37,5.704,48.2,51.66,68.53,35.0,8.25,211.62,7.17
Malaysia,2008,MYS,29752744.0,268406000000.0,179.35,6.028,51.9,54.76,74.3,35.48,8.32,223.14,7.5
Malaysia,2009,MYS,29990766.0,275116000000.0,180.15,6.007,51.36,53.88,73.16,36.57,8.79,225.52,7.52
Malaysia,2010,MYS,30230692.0,281994000000.0,187.21,6.193,53.96,55.59,75.69,36.84,9.03,233.08,7.71
Malaysia,2011,MYS,30472537.0,289043000000.0,190.78,6.261,53.95,57.36,79.75,37.58,9.37,237.73,7.802
Malaysia,2012,MYS,30716318.0,296269000000.0,200.88,6.54,57.66,61.66,81.69,39.01,9.78,249.67,8.128
Malaysia,2013,MYS,30962048.0,303676000000.0,204.41,6.602,57.79,62.06,85.73,42.03,10.13,256.57,8.287
Malaysia,2014,MYS,31209745.0,311268000000.0,212.8,6.818,59.16,65.13,87.38,41.42,10.34,264.56,8.477
Malaysia,2015,MYS,31459423.0,319050000000.0,213.49,6.786,58.84,63.4,90.94,43.23,10.48,267.2,8.494
Malaysia,2016,MYS,31711098.0,327026000000.0,218.88,6.902,61.28,66.61,91.61,44.12,10.46,273.46,8.623
Malaysia,2017,MYS,31964787.0,335202000000.0,232.84,7.284,64.52,71.32,97.82,46.25,11.09,290.18,9.078
Malaysia,2018,MYS,32220505.0,343582000000.0,235.3,7.303,65.64,70.51,98.57,47.09,11.34,293.73,9.116
Malaysia,2019,MYS,32478269.0,352171000000.0,239.61,7.377,64.46,72.09,101.54,47.53,11.56,298.7,9.197
Malaysia,2020,MYS,32738095.0,360976000000.0,230.04,7.027,61.58,68.9,97.71,44.63,11.09,285.76,8.729
Malaysia,2021,MYS,33000000.0,370000000000.0,255.12,7.731,68.26,77.44,111.57,51.04,11.77,317.93,9.634
Egypt,1990,EGY,81237555.0,197674000000.0,82.34,1.014,2.13,38.63,40.59,22.73,8.54,113.61,1.399
Egypt,1991,EGY,81887455.0,202616000000.0,84.25,1.029,2.17,40.28,42.91,23.83,9.47,117.55,1.436
Egypt,1992,EGY,82542555.0,207681000000.0,91.76,1.112,2.41,42.72,46.39,26.16,9.91,127.82,1.548
Egypt,1993,EGY,83202896.0,212873000000.0,94.17,1.132,2.45,44.73,47.27,26.23,10.21,130.6,1.57
Egypt,1994,EGY,83868519.0,218195000000.0,101.3,1.208,2.67,47.14,51.75,27.91,10.95,140.16,1.671
Egypt,1995,EGY,84539467.0,223650000000.0,105.93,1.253,2.79,50.92,52.75,30.2,11.12,147.25,1.742
Egypt,1996,EGY,85215783.0,229241000000.0,110.56,1.297,2.9,52.58,54.92,31.62,11.66,153.84,1.805
Egypt,1997,EGY,85897509.0,234972000000.0,111.71,1.3,2.93,52.7,56.83,32.06,12.17,155.94,1.815
Egypt,1998,EGY,86584689.0,240846000000.0,121.08,1.398,3.15,56.47,61.29,33.68,13.02,167.78,1.938
Egypt,1999,EGY,87277366.0,246867000000.0,123.66,1.417,3.25,59.17,62.57,34.19,13.74,171.59,1.966
Egypt,2000,EGY,87975585.0,253039000000.0,129.83,1.476,2.84,56.14,71.63,36.87,13.67,180.36,2.05
Egypt,2001,EGY,88679390.0,259365000000.0,132.93,1.499,2.91,56.6,73.75,38.15,14.63,185.71,2.094
Egypt,2002,EGY,89388825.0,265849000000.0,136.78,1.53,2.9,60.21,74.09,39.75,14.94,191.48,2.142
Egypt,2003,EGY,90103936.0,272496000000.0,140.61,1.561,2.93,60.77,78.43,40.15,15.43,196.19,2.177
Egypt,2004,EGY,90824767.0,279308000000.0,146.86,1.617,3.1,63.04,81.8,41.84,16.1,204.8,2.255
Egypt,2005,EGY,91551365.0,286291000000.0,150.08,1.639,3.2,63.77,81.12,43.62,16.71,210.4,2.298
Egypt,2006,EGY,92283776.0,293448000000.0,156.99,1.701,3.25,67.97,85.47,45.41,17.29,219.7,2.381
Egypt,2007,EGY,93022046.0,300784000000.0,161.83,1.74,3.33,68.42,90.3,45.95,17.47,225.25,2.421
Egypt,2008,EGY,93766223.0,308304000000.0,168.11,1.793,3.5,71.41,94.64,46.84,17.7,232.65,2.481
Egypt,2009,EGY,94516353.0,316011000000.0,169.58,1.794,3.43,71.23,92.22,49.86,19.1,238.54,2.524
Egypt,2010,EGY,95272483.0,323912000000.0,179.1,1.88,3.56,74.74,97.88,50.68,19.73,249.5,2.619
Egypt,2011,EGY,96034663.0,332009000000.0,181.14,1.886,3.56,76.6,100.35,50.99,19.9,252.03,2.624
Egypt,2012,EGY,96802941.0,340310000000.0,188.64,1.949,3.68,78.05,107.46,51.89,19.74,260.26,2.689
Egypt,2013,EGY,97577364.0,348817000000.0,188.45,1.931,3.64,78.9,106.77,53.58,20.74,262.77,2.693
Egypt,2014,EGY,98357983.0,357538000000.0,197.96,2.013,3.86,84.24,112.69,53.83,21.69,273.48,2.78
Egypt,2015,EGY,99144847.0,366476000000.0,200.67,2.024,3.96,83.91,115.02,57.69,21.53,279.89,2.823
Egypt,2016,EGY,99938006.0,375638000000.0,206.28,2.064,4.04,87.33,114.36,58.91,22.17,287.36,2.875
Egypt,2017,EGY,100737510.0,385029000000.0,205.52,2.04,3.9,84.65,117.52,58.97,23.35,287.84,2.857
Egypt,2018,EGY,101543410.0,394655000000.0,210.15,2.07,3.94,86.37,117.64,59.33,22.99,292.47,2.88
Egypt,2019,EGY,102355757.0,404521000000.0,220.97,2.159,4.11,91.23,124.67,63.68,24.53,309.18,3.021
Egypt,2020,EGY,103174603.0,414634000000.0,209.34,2.029,3.87,85.14,121.1,57.62,22.49,289.45,2.805
Egypt,2021,EGY,104000000.0,425000000000.0,227.68,2.189,4.17,92.59,131.1,63.53,25.2,316.41,3.042
UAE,1990,ARE,7811303.0,,56.42,7.223,0.7,19.73,35.85,8.92,2.01,67.34,8.621
UAE,1991,ARE,7873794.0,,61.73,7.84,0.79,21.02,40.29,9.41,2.24,73.38,9.319
UAE,1992,ARE,7936784.0,,66.96,8.437,0.85,23.28,43.83,10.7,2.43,80.09,10.091
UAE,1993,ARE,8000278.0,,75.63,9.454,0.94,25.8,48.25,11.21,2.56,89.4,11.175
UAE,1994,ARE,8064281.0,,79.94,9.912,0.99,27.71,50.74,12.0,2.77,94.71,11.744
UAE,1995,ARE,8128795.0,218387000000.0,86.59,10.652,1.1,29.96,54.94,13.02,2.89,102.5,12.61
UAE,1996,ARE,8193825.0,223847000000.0,90.33,11.024,1.14,30.5,57.59,14.21,3.25,107.79,13.155
UAE,1997,ARE,8259376.0,229443000000.0,95.74,11.592,1.19,32.52,61.33,15.07,3.28,114.09,13.814
UAE,1998,ARE,8325451.0,235179000000.0,103.36,12.415,1.28,36.24,66.18,15.78,3.51,122.66,14.733
UAE,1999,ARE,8392054.0,241059000000.0,108.27,12.901,1.35,36.72,70.87,16.78,3.83,128.88,15.357
UAE,2000,ARE,8459191.0,247085000000.0,113.85,13.459,1.19,34.61,76.96,17.03,3.97,134.85,15.941
UAE,2001,ARE,8526864.0,253262000000.0,117.85,13.822,1.19,36.47,81.33,17.94,4.04,139.83,16.399
UAE,2002,ARE,8595079.0,259594000000.0,122.39,14.239,1.23,37.3,84.03,19.03,4.37,145.79,16.962
UAE,2003,ARE,8663840.0,266084000000.0,128.95,14.883,1.31,39.02,88.06,20.11,4.43,153.49,17.716
UAE,2004,ARE,8733151.0,272736000000.0,132.76,15.202,1.34,40.26,91.59,20.02,4.76,157.54,18.04
UAE,2005,ARE,8803016.0,279554000000.0,139.67,15.866,1.36,42.67,94.81,21.31,4.78,165.76,18.83
UAE,2006,ARE,8873440.0,286543000000.0,143.95,16.222,1.4,42.93,100.52,21.64,5.09,170.68,19.235
UAE,2007,ARE,8944428.0,293707000000.0,149.23,16.684,1.44,45.86,101.3,23.79,5.2,178.22,19.925
UAE,2008,ARE,9015983.0,301049000000.0,159.57,17.698,1.54,48.8,110.2,24.04,5.38,188.99,20.962
UAE,2009,ARE,9088111.0,308576000000.0,160.5,17.661,1.56,47.85,110.21,25.23,5.62,191.35,21.055
UAE,2010,ARE,9160816.0,316290000000.0,172.61,18.842,1.65,51.85,121.14,24.99,5.79,203.38,22.201
UAE,2011,ARE,9234102.0,324197000000.0,174.05,18.849,1.62,52.42,122.52,26.41,6.01,206.47,22.359
UAE,2012,ARE,9307975.0,332302000000.0,184.07,19.776,1.71,54.7,126.87,28.05,6.28,218.41,23.465
UAE,2013,ARE,9382439.0,340610000000.0,187.92,20.028,1.76,55.34,130.14,28.82,6.4,223.13,23.782
UAE,2014,ARE,9457498.0,349125000000.0,193.86,20.498,1.81,57.55,136.11,29.6,6.78,230.24,24.345
UAE,2015,ARE,9533158.0,357853000000.0,195.58,20.516,1.74,57.37,137.16,29.83,6.94,232.35,24.373
UAE,2016,ARE,9609424.0,366800000000.0,200.73,20.889,1.82,58.18,141.4,30.85,6.91,238.49,24.818
UAE,2017,ARE,9686299.0,375970000000.0,205.58,21.224,1.85,60.11,141.96,32.5,7.32,245.4,25.335
UAE,2018,ARE,9763789.0,385369000000.0,218.18,22.346,1.92,63.58,155.04,32.51,7.51,258.2,26.445
UAE,2019,ARE,9841900.0,395003000000.0,216.16,21.963,1.89,61.91,149.63,32.31,7.4,255.87,25.998
UAE,2020,ARE,9920635.0,404878000000.0,213.71,21.542,1.84,62.35,151.94,31.86,7.11,252.67,25.47
UAE,2021,ARE,10000000.0,415000000000.0,232.62,23.262,2.01,67.84,165.17,36.0,8.04,276.66,27.666
Spain,1990,ESP,36713126.0,665114000000.0,239.59,6.526,15.48,144.36,78.53,35.91,18.7,294.2,8.014
Spain,1991,ESP,37006831.0,681742000000.0,247.65,6.692,15.97,151.2,79.81,37.89,18.9,304.43,8.226
Spain,1992,ESP,37302885.0,698786000000.0,250.65,6.719,15.83,155.38,81.99,36.74,19.18,306.56,8.218
Spain,1993,ESP,37601309.0,716255000000.0,244.25,6.496,15.82,149.97,79.23,37.11,19.1,300.46,7.991
Spain,1994,ESP,37902119.0,734162000000.0,244.95,6.463,15.62,150.55,80.16,38.53,19.54,303.03,7.995
Spain,1995,ESP,38205336.0,752516000000.0,258.73,6.772,16.77,161.37,83.57,37.94,19.27,315.94,8.27
Spain,1996,ESP,38510979.0,771329000000.0,258.19,6.704,16.33,157.05,83.41,39.0,20.1,317.29,8.239
Spain,1997,ESP,38819066.0,790612000000.0,253.3,6.525,16.19,156.04,83.26,39.74,20.67,313.71,8.081
Spain,1998,ESP,39129619.0,810377000000.0,263.31,6.729,16.98,159.46,85.52,39.84,20.47,323.62,8.27
Spain,1999,ESP,39442656.0,830636000000.0,262.07,6.644,16.85,159.62,84.62,39.18,20.9,322.14,8.167
Spain,2000,ESP,39758197.0,851402000000.0,260.34,6.548,14.22,151.48,94.61,40.1,20.42,320.87,8.07
Spain,2001,ESP,40076263.0,872687000000.0,267.58,6.677,14.68,158.55,98.6,40.61,20.66,328.85,8.206
Spain,2002,ESP,40396873.0,894505000000.0,272.29,6.74,14.65,158.19,98.36,41.98,20.44,334.72,8.286
Spain,2003,ESP,40720048.0,916867000000.0,272.12,6.683,14.97,157.92,97.64,42.47,21.26,335.85,8.248
Spain,2004,ESP,41045808.0,939789000000.0,275.26,6.706,14.74,159.49,100.49,40.59,20.91,336.76,8.205
Spain,2005,ESP,41374175.0,963284000000.0,280.66,6.783,14.93,160.49,103.11,42.68,21.03,344.37,8.323
Spain,2006,ESP,41705168.0,987366000000.0,279.37,6.699,14.69,158.49,101.12,43.2,21.28,343.85,8.245
Spain,2007,ESP,42038809.0,1012050000000.0,274.22,6.523,14.51,160.45,100.44,42.5,21.35,338.07,8.042
Spain,2008,ESP,42375120.0,1037351000000.0,277.13,6.54,14.65,160.16,102.13,41.81,21.23,340.18,8.028
Spain,2009,ESP,42714121.0,1063285000000.0,273.25,6.397,14.07,158.91,103.61,43.04,22.0,338.29,7.92
Spain,2010,ESP,43055834.0,1089867000000.0,273.69,6.357,14.34,155.9,102.75,41.33,21.29,336.31,7.811
Spain,2011,ESP,43400281.0,1117114000000.0,273.03,6.291,13.97,155.5,104.04,39.93,21.08,334.04,7.697
Spain,2012,ESP,43747483.0,1145042000000.0,272.31,6.225,14.03,156.28,101.33,40.22,21.32,333.85,7.631
Spain,2013,ESP,44097463.0,1173668000000.0,264.82,6.005,13.5,149.04,97.93,41.3,20.51,326.63,7.407
Spain,2014,ESP,44450242.0,1203009000000.0,262.63,5.908,13.06,151.09,101.07,39.94,19.99,322.56,7.257
Spain,2015,ESP,44805844.0,1233085000000.0,259.58,5.793,13.18,147.47,100.01,39.69,20.72,319.98,7.142
Spain,2016,ESP,45164291.0,1263912000000.0,257.34,5.698,12.65,145.42,96.8,39.87,20.33,317.54,7.031
Spain,2017,ESP,45525605.0,1295509000000.0,255.23,5.606,12.55,143.28,98.47,38.44,19.47,313.15,6.878
Spain,2018,ESP,45889810.0,1327897000000.0,251.7,5.485,12.16,141.9,96.3,37.28,20.15,309.13,6.736
Spain,2019,ESP,46256929.0,1361095000000.0,243.88,5.272,11.74,136.61,94.72,37.49,19.44,300.82,6.503
Spain,2020,ESP,46626984.0,1395122000000.0,222.14,4.764,10.58,125.47,86.71,35.43,17.37,274.94,5.897
Spain,2021,ESP,47000000.0,1430000000000.0,242.42,5.158,11.87,136.4,94.96,36.01,19.43,297.87,6.338
Pakistan,1990,PAK,175754326.0,162790000000.0,66.83,0.38,13.12,22.77,31.15,61.58,22.2,150.6,0.857
Pakistan,1991,PAK,177160360.0,166860000000.0,70.37,0.397,13.69,24.06,33.55,63.37,24.63,158.37,0.894
Pakistan,1992,PAK,178577643.0,171031000000.0,76.84,0.43,14.57,25.88,35.7,68.22,26.64,171.7,0.961
Pakistan,1993,PAK,180006264.0,175307000000.0,81.48,0.453,15.86,28.09,38.0,74.88,27.47,183.83,1.021
Pakistan,1994,PAK,181446314.0,179690000000.0,87.46,0.482,16.66,30.12,40.53,77.25,29.72,194.43,1.072
Pakistan,1995,PAK,182897885.0,184182000000.0,90.36,0.494,17.51,30.5,42.76,81.23,30.15,201.74,1.103
Pakistan,1996,PAK,184361068.0,188787000000.0,94.85,0.514,18.29,31.67,44.19,86.57,31.79,213.22,1.157
Pakistan,1997,PAK,185835957.0,193506000000.0,101.19,0.545,19.83,33.76,47.61,92.52,34.19,227.9,1.226
Pakistan,1998,PAK,187322644.0,198344000000.0,106.81,0.57,20.54,36.14,49.07,97.23,36.4,240.44,1.284
Pakistan,1999,PAK,188821225.0,203303000000.0,108.15,0.573,20.76,37.29,50.53,100.66,38.67,247.48,1.311
Pakistan,2000,PAK,190331795.0,208385000000.0,116.93,0.614,19.32,37.59,61.41,104.89,39.38,261.2,1.372
Pakistan,2001,PAK,191854450.0,213595000000.0,119.96,0.625,19.99,38.34,61.26,112.07,41.08,273.1,1.423
Pakistan,2002,PAK,193389285.0,218935000000.0,122.9,0.636,20.01,38.77,65.0,112.17,43.66,278.73,1.441
Pakistan,2003,PAK,194936399.0,224408000000.0,130.96,0.672,20.76,42.16,68.48,117.22,44.43,292.61,1.501
Pakistan,2004,PAK,196495891.0,230018000000.0,137.97,0.702,21.94,42.98,71.27,121.73,46.99,306.69,1.561
Pakistan,2005,PAK,198067858.0,235769000000.0,140.32,0.708,22.09,43.59,73.31,131.11,47.45,318.88,1.61
Pakistan,2006,PAK,199652401.0,241663000000.0,149.03,0.746,23.55,46.24,79.86,131.94,50.22,331.2,1.659
Pakistan,2007,PAK,201249620.0,247705000000.0,154.09,0.766,23.76,47.57,82.27,134.98,50.32,339.39,1.686
Pakistan,2008,PAK,202859617.0,253897000000.0,151.84,0.748,23.22,48.08,79.43,141.02,53.32,346.18,1.706
Pakistan,2009,PAK,204482494.0,260245000000.0,159.81,0.782,24.28,50.54,83.43,148.1,55.97,363.88,1.78
Pakistan,2010,PAK,206118354.0,266751000000.0,164.8,0.8,25.38,51.39,87.63,153.82,57.7,376.32,1.826
Pakistan,2011,PAK,207767300.0,273419000000.0,168.92,0.813,25.91,53.54,92.17,154.92,57.9,381.75,1.837
Pakistan,2012,PAK,209429439.0,280255000000.0,173.35,0.828,26.76,53.15,93.44,157.28,58.97,389.59,1.86
Pakistan,2013,PAK,211104874.0,287261000000.0,179.4,0.85,27.55,54.72,96.99,159.77,60.18,399.35,1.892
Pakistan,2014,PAK,212793713.0,294443000000.0,184.67,0.868,27.62,56.69,99.08,164.21,62.4,411.28,1.933
Pakistan,2015,PAK,214496063.0,301804000000.0,194.63,0.907,29.4,59.83,105.81,177.15,62.92,434.7,2.027
Pakistan,2016,PAK,216212032.0,309349000000.0,198.19,0.917,29.73,60.23,106.3,182.32,66.68,447.2,2.068
Pakistan,2017,PAK,217941728.0,317083000000.0,195.27,0.896,28.29,60.1,107.3,184.48,70.25,450.0,2.065
Pakistan,2018,PAK,219685262.0,325010000000.0,202.92,0.924,29.52,62.56,110.55,182.75,71.92,457.59,2.083
Pakistan,2019,PAK,221442744.0,333135000000.0,213.78,0.965,30.83,65.97,115.96,191.47,72.45,477.7,2.157
Pakistan,2020,PAK,223214286.0,341463000000.0,200.13,0.897,29.22,61.68,109.5,184.77,66.83,451.73,2.024
Pakistan,2021,PAK,225000000.0,350000000000.0,218.73,0.972,30.9,66.81,122.0,199.81,76.32,494.86,2.199
Argentina,1990,ARG,35931995.0,227906000000.0,126.48,3.52,3.56,54.38,68.46,89.5,45.51,261.49,7.277
Argentina,1991,ARG,36219451.0,233604000000.0,126.21,3.485,3.5,53.92,69.07,91.96,47.42,265.59,7.333
Argentina,1992,ARG,36509207.0,239444000000.0,129.94,3.559,3.73,54.39,71.27,95.58,46.99,272.52,7.464
Argentina,1993,ARG,36801281.0,245430000000.0,132.66,3.605,3.74,55.42,72.44,94.17,48.43,275.26,7.48
